([0, 0, 1, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 1, 0, 0, 1, -1, 0, 1], 0) | ([-1, 0, 0, 0, 0, 0, 1, 0, 1], 0)
([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, 1, 0, 2, 0, 0, 1], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 1], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([-1, 1, -1, 0, -1, -1, 1, -1, 0], 0)
([0, 0, 1, 0, 0, 0, -1, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 1, 1, 0, 1, 1], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 1, 0, 1, 1], 0) | ([1, 0, 1, 0, 0, 0, -1, 0, -1], 0)
([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 2, 1, -1], 0) | ([0, 0, 0, 0, 0, -1, 0, 0, -1], 0)
([0, 0, 0, 0, 0, 1, 0, 1, -1], 0) | ([0, 0, 1, 0, 0, 0, -1, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, -1], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 1, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0)
---
([1, -1, 0, 0, 0, 0, 0, -1, 0], 0) | ([1, 0, 0, 0, -1, 0, 0, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, -1, 1, 0], 0)
([1, -1, 0, -1, 0, 0, 1, -1, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, -1, 0, 0, 0, 0, 0], 0)
([1, -1, 0, 0, 0, 0, 1, -1, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 1, 0, 0, 1, -1, 0], 0)
([1, 0, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 0], 0)
([1, -1, 0, -1, 1, 1, 1, 0, -1], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, -1, -1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 1, 1, 0, -1], 0) | ([0, 0, 1, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 1, 1, 0, 0, 1], 0)
([0, 1, 0, 0, 0, 0, 0, 1, 0], 0) | ([1, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 0, 4, 3, -3, 0, 0, 0], 0) | ([0, 0, 1, 1, 0, 1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 1, -1, -1, 1, -1, 0, 1], 0) | ([1, 0, 0, 0, 0, 0, -1, 0, 0], 0)
([1, -1, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([1, -1, -1, 0, -1, -1, -1, 1, 0], 0)
([0, 1, -1, 0, -1, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 0, 1, 1, -1, 0, 0, 0], 0) | ([0, 0, -4, -3, 0, -4, 0, 0, 0], 0)
([0, 0, 1, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 1, 0, 0, 1, -1, 0, 1], 0) | ([-1, 0, 0, 0, 0, 0, 1, 0, 1], 0)
([0, 0, 1, 0, 0, -1, 0, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 1], 0)
([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, 1, 0, 1, 1, 0, 1], 0)
([0, 0, 1, 0, 0, 0, 1, 0, -1], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, -1, -1, 0, -1, -1], 0)
([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 1, 1, -1], 0) | ([0, 0, 0, 0, 0, -1, 0, 0, -1], 0)
([0, 0, 0, 0, 0, 1, 0, 1, -1], 0) | ([0, 0, 1, 0, 0, 0, -1, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, -1], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 1, 0, -1, 1], 0) | ([0, -1, 0, 0, -1, -1, 0, -1, -1], 0)
([0, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([0, 1, -1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 1, 0, 0, 1], 0) | ([1, 1, 1, 0, 1, 1, -1, 1, 0], 0)
([1, -1, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 1, 1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 1, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0)
---
([1, -1, 0, 0, 0, 0, 0, -1, 0], 0) | ([1, 0, 0, 0, -1, 0, 0, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, -1, 1, 0], 0)
([29, -29, 0, -20, 0, 0, 29, -29, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, -16, 0, 0, -11, 11, 0], 0)
([16, -16, 0, -11, 0, 0, 16, -16, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 29, 0, 0, 20, -20, 0], 0)
([1, 0, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([0, 1, -1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 1, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0)
([1, -1, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 1, 1, 0, 0, 0], 0)
([1, -1, 0, -1, 1, 1, 1, 0, -1], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, -1, -1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 1, 1, 0, -1], 0) | ([0, 0, 1, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 1, 1, 0, 0, 1], 0)
([0, 1, 0, 0, 0, 0, 0, 1, 0], 0) | ([1, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 0, 1, 1, -1, 0, 0, 0], 0) | ([0, 0, -3, -2, 0, -3, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 1, -1, -1, 1, -1, 0, 1], 0) | ([1, 0, 0, 0, 0, 0, -1, 0, 0], 0)
([1, -1, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([1, -1, -1, 0, -1, -1, -1, 1, 0], 0)
([0, 1, -1, 0, -1, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 0, 3, 2, -2, 0, 0, 0], 0) | ([0, 0, 1, 1, 0, 1, 0, 0, 0], 0)
([0, 0, 1, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 1, 0, 0, 1, -1, 0, 1], 0) | ([-1, 0, 0, 0, 0, 0, 1, 0, 1], 0)
([0, 0, 1, 0, 0, -1, 0, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, -1, 0, -1, 0, 0, 0], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, 1, 0, 1, 1, 0, 1], 0)
([0, 0, 0, 0, 0, 0, 1, 0, -1], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([-1, -1, -1, 0, -1, -1, 1, -1, 0], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 1, 0, -1, 1], 0) | ([1, 0, 1, 0, 0, 0, -1, 0, -1], 0)
([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 1, 1, -1], 0) | ([0, 0, 0, 0, 0, -1, 0, 0, -1], 0)
([0, 0, 0, 0, 0, 1, 0, 1, -1], 0) | ([0, 0, 1, 0, 0, 0, -1, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, -1], 0)
([0, 0, 1, 0, 0, 0, 1, 0, -1], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([1, 1, 1, 0, 0, 0, -1, 0, -1], 0)
---
([1, -1, 0, 0, 0, 0, 0, -1, 0], 0) | ([1, 0, 0, 0, -1, 0, 0, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, -1, 1, 0], 0)
([29, -29, 0, -20, 0, 0, 29, -29, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, -16, 0, 0, -11, 11, 0], 0)
([16, -16, 0, -11, 0, 0, 16, -16, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 29, 0, 0, 20, -20, 0], 0)
([1, 0, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([0, 1, -1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 1, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0)
([1, -1, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 1, 1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 1, 1, 0, -1], 0) | ([0, 0, 1, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 1, 1, 0, 0, 1], 0)
([0, 1, 0, 0, 0, 0, 0, 1, 0], 0) | ([1, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 0, 1, 1, -1, 0, 0, 0], 0) | ([0, 0, -3, -2, 0, -3, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 1, -1, -1, 1, -1, 0, 1], 0) | ([1, 0, 0, 0, 0, 0, -1, 0, 0], 0)
([1, -1, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([1, -1, -1, 0, -1, -1, -1, 1, 0], 0)
([0, 1, -1, 0, -1, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 0, 3, 2, -2, 0, 0, 0], 0) | ([0, 0, 1, 1, 0, 1, 0, 0, 0], 0)
([0, 0, 1, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 1, 0, 0, 1, -1, 0, 1], 0) | ([-1, 0, 0, 0, 0, 0, 1, 0, 1], 0)
([0, 0, 1, 0, 0, -1, 0, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 1], 0)
([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, 1, 0, 1, 1, 0, 1], 0)
([0, 0, 0, 0, 0, 0, 1, 0, -1], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([-1, -1, -1, 0, -1, -1, 1, -1, 0], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 1, 0, -1, 1], 0) | ([1, 0, 1, 0, 0, 0, -1, 0, -1], 0)
([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 1, 1, -1], 0) | ([0, 0, 0, 0, 0, -1, 0, 0, -1], 0)
([0, 0, 0, 0, 0, 1, 0, 1, -1], 0) | ([0, 0, 1, 0, 0, 0, -1, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, -1], 0)
([0, 0, 1, 0, 0, 0, 1, 0, -1], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([1, 1, 1, 0, 0, 0, -1, 0, -1], 0)
([1, -1, 0, -1, 1, 1, 1, 0, -1], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, -1, -1, 0, 0, 0], 0)
---
([1, -1, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 1, 0, 1, 0, 0, 0, 0, 0], 0) | ([1, 0, 0, 1, 0, -1, 1, 0, 0], 0) | ([0, 0, -1, 1, 0, 1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 1, 0, 0, 0, 0, 0, 0, 0], 0) | ([-1, 0, 0, 0, 0, 0, 1, 0, 0], 0)
([1, 0, -1, 0, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 0], 0) | ([-1, 1, 1, 0, -1, -1, 1, -1, 0], 0)
([1, 0, -1, 1, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, -1, 0, 1, 1, 0, 0, 0], 0)
([1, 0, -1, 0, 0, 0, 1, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, -1, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, -1, 1, 0], 0)
([1, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([1, 1, -1, 1, 0, -1, 1, 0, 0], 0) | ([0, 0, 1, 0, 0, -1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, -1], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, 1], 0)
([0, 0, 0, 1, -1, 0, 0, -1, 0], 0) | ([0, 0, 0, 1, 0, -1, 1, 0, 0], 0) | ([0, 0, 0, -1, 0, 0, 0, 0, 0], 0)
([0, 1, 0, 0, 1, -1, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([1, 1, 1, -1, 0, -1, 0, 0, 0], 0)
([0, 0, 0, 0, 1, -1, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([-1, -1, -1, 0, 1, 1, 1, -1, 0], 0)
([0, 0, 0, 0, 1, -1, 0, 1, 0], 0) | ([0, 0, 0, 0, 1, 0, -1, 0, 0], 0) | ([0, 0, 0, 1, 0, 0, -1, 1, 0], 0)
([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 1, 1, -1, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 1, 0, 0, -1], 0)
([0, 1, 0, 0, 1, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 1, 0, 1, 0, 0, 0], 0)
([1, 0, -1, 0, 1, -1, 1, 1, -1], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, -1, 1, 0], 0)
([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 1, -1], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 1, 1, 0], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0)
([1, 0, -1, 1, 0, -1, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 0, 0, -1, -1, 0, 0, 1], 0)
([1, 0, -1, 1, 0, -1, -1, 0, -1], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, -1], 0)
([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 1, 1, 0, 0, 0, 0], 0) | ([0, 0, 0, -1, 0, -1, 1, 0, 1], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 1, 0, 0, 0, 0, 0, 0, 0], 0) | ([1, 0, 0, 1, -1, 0, 1, 0, 0], 0) | ([1, 0, 1, -1, 0, -1, 0, 0, 0], 0)
---
([1, -1, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 1, 0, 1, 0, 0, 0, 0, 0], 0) | ([1, 0, 0, 1, 0, -1, 1, 0, 0], 0) | ([0, 0, -1, 1, 0, 1, 0, 0, 0], 0)
([1, 0, -1, 0, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 0], 0) | ([-1, 1, 1, 0, -1, -1, 1, -1, 0], 0)
([1, 0, -1, 1, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, -1, 0, 1, 1, 0, 0, 0], 0)
([1, 0, -1, 0, 0, 0, 1, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, -1, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, -1, 1, 0], 0)
([1, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([1, 1, -1, 1, 0, -1, 1, 0, 0], 0) | ([0, 0, 1, 0, 0, -1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, -1], 0) | ([-1, 0, 0, 0, 0, 0, 1, 0, 1], 0)
([0, 1, 0, 0, 0, 0, 0, 0, 0], 0) | ([1, 0, 0, 1, 1, 0, 1, 0, 0], 0) | ([1, 0, 1, -1, 0, -1, 0, 0, 0], 0)
([0, 0, 0, 1, -1, 0, 0, -1, 0], 0) | ([0, 0, 0, 1, 0, -1, 1, 0, 0], 0) | ([0, 0, 0, -1, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 1, 1, -2, 0, 0, 0], 0) | ([0, 0, 0, -1, 0, 0, 1, 0, 0], 0)
([0, 1, 0, 0, 1, -1, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 0, -1, 1, 0, 1, -1, 0], 0)
([0, 1, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([-1, 1, -1, 2, -1, 1, -1, 1, 0], 0)
([0, 1, 0, 0, 1, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 1, 0, 1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, -1, 0, 0, 2, 0, 1], 0)
([1, 0, -1, 0, 1, -1, 1, 1, -1], 0) | ([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([0, 0, 0, 0, 0, 0, -1, 1, 0], 0)
([0, 0, 1, 0, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 1, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 1, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 1, -1], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 1, 1, 0], 0) | ([0, 0, 0, 0, 0, 0, 0, 1, 0], 0)
([1, 0, -1, 1, 0, -1, 1, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 0, 0, -1, -1, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 1], 0) | ([0, 0, 0, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 0, 0, 1, 1, 0, 0, 1], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 1, -1, 0, 0, 0, 0, 0, 1], 0) | ([-1, 0, 0, 0, 0, 0, 1, 0, 0], 0)
([0, 0, 0, 0, 1, -1, 0, 1, 0], 0) | ([0, 0, 0, 0, 1, 0, -1, 0, 0], 0) | ([0, 0, 0, 1, 0, 0, -1, 1, 0], 0)
---
([1, -1, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([1, 0, -1, 0, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 0], 0) | ([-1, 1, 1, 0, -1, -1, 1, -1, 0], 0)
([1, 0, -1, 1, 0, 0, 0, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, -1, 0, 1, 1, 0, 0, 0], 0)
([1, 0, -1, 0, 0, 0, 1, 0, 0], 0) | ([0, 1, 0, 0, 0, 0, -1, 0, 0], 0) | ([1, 0, 0, 0, 0, 0, -1, 1, 0], 0)
([1, 0, 0, 1, 0, 0, 0, 0, 0], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 1], 0) | ([0, 0, 1, 0, 0, 0, 0, 0, 0], 0)
([0, 0, 0, 0, 0, 0, 1, 0, 0], 0) | ([1, 1, 2, 0, 0, 0, 0, 0, -2], 0) | ([-3, 0, 0, 0, 0, 0, 3, 0, -1], 0)
([0, 1, 0, 0, 0, 0, 0, 0, 0], 0) | ([1, 0, 0, 1, -3, 0, 1, 0, 0], 0) | ([1, 0, 1, -1, 0, -1, 0, 0, 0], 0)
([0, 0, 0, 1, -1, 0, 0, -1, 0], 0) | ([0, 0, 0, 1, 0, -1, 1, 0, 0], 0) | ([0, 0, 0, -1, 0, 0, 0, 0, 0], 0)
([0, 1, 0, 0, 0, 0, 0, 0, 0], 0) | ([0, 0, 0, 0, 1, 0, 0, 0, 0], 0) | ([3, 1, 3, 2, -5, -3, -5, 5, 0], 0)
